city,city_both,city_male,city_female,city_area,urban_both,urban_male,urban_female,urban_area,continent,date,code,country
Ulhasnagar,,,,,506098.0,269048.0,237050.0,,ASIA,9 II 2011,CDFC,India
Uluberia,,,,,235345.0,120741.0,114604.0,,ASIA,9 II 2011,CDFC,India
Unnao,,,,,177658.0,93021.0,84637.0,,ASIA,9 II 2011,CDFC,India
Uttarpara Kotrung,,,,,159147.0,81410.0,77737.0,,ASIA,9 II 2011,CDFC,India
Vadodara,,,,,1752371.0,912721.0,839650.0,,ASIA,9 II 2011,CDFC,India
Valsad,,,,,139764.0,71400.0,68364.0,,ASIA,9 II 2011,CDFC,India
Vapi,,,,,163630.0,94105.0,69525.0,,ASIA,9 II 2011,CDFC,India
Varanasi,,,,,1198491.0,635140.0,563351.0,,ASIA,9 II 2011,CDFC,India
Vasai-Virar City,,,,,1222390.0,648172.0,574218.0,,ASIA,9 II 2011,CDFC,India
Vellore,,,,,185803.0,91342.0,94461.0,,ASIA,9 II 2011,CDFC,India
Veraval,,,,,171121.0,87009.0,84112.0,,ASIA,9 II 2011,CDFC,India
Vidisha,,,,,155951.0,81488.0,74463.0,,ASIA,9 II 2011,CDFC,India
Vijayawada,,,,,1143232.0,574794.0,568438.0,,ASIA,9 II 2011,CDFC,India
Vizianagaram,,,,,228720.0,112290.0,116430.0,,ASIA,9 II 2011,CDFC,India
Warangal,,,,,704570.0,353309.0,351261.0,,ASIA,9 II 2011,CDFC,India
Wardha,,,,,106444.0,53697.0,52747.0,,ASIA,9 II 2011,CDFC,India
Yamunanagar,,,,,217071.0,115663.0,101408.0,,ASIA,9 II 2011,CDFC,India
Yavatmal,,,,,116551.0,58549.0,58002.0,,ASIA,9 II 2011,CDFC,India
Ambon,431092.0,215223.0,215869.0,359.45,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Balikpapan,624033.0,318535.0,305498.0,512.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Banda Aceh,264054.0,136169.0,127885.0,61.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Bandar Lampung,1033601.0,518960.0,514641.0,296.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Bandjarmasin,692288.0,344564.0,347724.0,73.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Bandung,2525220.0,1275030.0,1250190.0,168.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Batam,1347762.0,688198.0,659564.0,960.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Bengkulu,354079.0,177231.0,176848.0,145.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Binjai,274063.0,136793.0,137270.0,59.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Bitung,193883.0,98202.0,95681.0,304.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Blitar,503718.0,253076.0,250642.0,33.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Bogor,5162044.0,2644661.0,2517383.0,112.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Cirebon (Tjirebon),1891957.0,967609.0,924348.0,40.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Denpasar,938188.0,478816.0,459372.0,128.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Gorontalo,138590.0,67236.0,71354.0,66.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
JAKARTA48,10428001.0,5212569.0,5215432.0,662.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Jambi,585392.0,292509.0,292883.0,205.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Kediri,800716.0,403055.0,397661.0,63.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Madiun,237668.0,117818.0,119850.0,34.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Magelang,413946.0,207123.0,206823.0,18.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Makasar (Ujung Pandang),1502459.0,744057.0,758402.0,176.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Malang,1382786.0,695308.0,687478.0,145.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Manado,427409.0,213250.0,214159.0,158.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Mataram,483908.0,240914.0,242994.0,61.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Medan,2269588.0,1121730.0,1147858.0,265.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Mojokerto,598783.0,300406.0,298377.0,16.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Padang,941136.0,470051.0,471085.0,695.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Pakalongan,498568.0,248731.0,249837.0,45.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Pakanbaru,1090735.0,556689.0,534046.0,632.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Palangkaraya,265154.0,134411.0,130743.0,2400.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Palembang,1649298.0,823359.0,825939.0,364.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Pangkal Pinang,201207.0,102142.0,99065.0,119.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Pare Pare,142391.0,69925.0,72466.0,99.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Pasuruan,799137.0,399425.0,399712.0,35.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Pematang Siantar,254010.0,123897.0,130113.0,56.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Probolinggo,458338.0,225066.0,233272.0,57.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Salatiga,190872.0,93423.0,97449.0,53.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Samarinda,831608.0,424424.0,407184.0,717.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Semarang,459358.0,222781.0,236577.0,374.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Sukabumi,1301873.0,658536.0,643337.0,49.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Surabaya,2885245.0,1425085.0,1460160.0,351.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Surakarta,515865.0,251014.0,264851.0,44.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Tangerang,3050758.0,1563442.0,1487316.0,154.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Tanjung Balai,174049.0,87794.0,86255.0,108.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Tebing Tinggi,163292.0,80763.0,82529.0,31.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Tegal,895902.0,445229.0,450673.0,34.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Yogyakarta,427801.0,208222.0,219579.0,33.0,,,,,ASIA,1 VII 2018,ESDJ,Indonesia
Abadan,231476.0,115745.0,115731.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Ahar,100641.0,50386.0,50255.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Ahwaz,1184788.0,596774.0,588014.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Amol,237528.0,118706.0,118822.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Andimeshk,135116.0,68218.0,66898.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Andisheh,116062.0,58717.0,57345.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Arak,520944.0,263143.0,257801.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Ardabil,529374.0,269387.0,259987.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Babol,250217.0,124863.0,125354.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Bam,127396.0,65128.0,62268.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Bandar-e-Abbas,526648.0,269033.0,257615.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Bandar-e-Anzali,118564.0,58802.0,59762.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Bandar-e-Mahshahr,162797.0,81717.0,81080.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Baneh,110218.0,55609.0,54609.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Behbahan,122604.0,62124.0,60480.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Birjand,203636.0,102399.0,101237.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Bojnurd,228931.0,114441.0,114490.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Borazjan,110567.0,55675.0,54892.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Borujerd,234997.0,117255.0,117742.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Bukand,193501.0,97659.0,95842.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Bushehr,223504.0,115260.0,108244.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Chabahar,106739.0,54657.0,52082.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Dezful,264709.0,135925.0,128784.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Dorud,121638.0,61395.0,60243.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Esfahan,1961260.0,989168.0,972092.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Fardis,181174.0,90573.0,90601.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Fasa,110825.0,55650.0,55175.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Golestan (Soltanabad),239556.0,123923.0,115633.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Gonbad-e-Kavus,151910.0,75899.0,76011.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Gorgan,350676.0,174797.0,175879.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Hamadan,554406.0,276455.0,277951.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Ilam,194030.0,98276.0,95754.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Iranshahr,113750.0,58143.0,55607.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Islam Shahr (Qasemabad),448129.0,227808.0,220321.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Izeh,119399.0,59665.0,59734.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Jahrom,141634.0,73641.0,67993.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Jiroft,130429.0,66874.0,63555.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Kamal Shahr,141669.0,72661.0,69008.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Karaj,1592492.0,802398.0,790094.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Kashan,304487.0,154100.0,150387.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Kashmar,102282.0,51616.0,50666.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Kerman,537718.0,272715.0,265003.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Kermanshah,946651.0,474073.0,472578.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Khomeini shahr,247128.0,127450.0,119678.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Khoramabad,373416.0,186481.0,186935.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Khoramshahr,133097.0,66113.0,66984.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Khoy,198845.0,99712.0,99133.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Lahijan,101073.0,50123.0,50950.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Mahabad,168393.0,84271.0,84122.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Malard,281027.0,143278.0,137749.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Malayer,170237.0,85487.0,84750.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Marand,130825.0,66671.0,64154.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Maraqeh,175255.0,87868.0,87387.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Marivan,136654.0,69679.0,66975.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Marvadsht,148858.0,76363.0,72495.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Mashhad,3001184.0,1503824.0,1497360.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Masjed Soleyman,100497.0,51019.0,49478.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Miandoab,134425.0,68679.0,65746.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Mohammad Shahr,119418.0,60988.0,58430.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Najafabad,235281.0,118710.0,116571.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Nasim Shahr,200393.0,103371.0,97022.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Nazar Abad,119512.0,61074.0,58438.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Neyshabur,264375.0,132273.0,132102.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Orumiyeh,736224.0,369043.0,367181.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Pakdasht,236319.0,120459.0,115860.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Qaem shahr,204953.0,101999.0,102954.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Qarchak,231075.0,118260.0,112815.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Qazvin,402748.0,203702.0,199046.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Qods,309605.0,158567.0,151038.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Qom,1201158.0,609541.0,591617.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Quchan,101604.0,51501.0,50103.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Rafsanjan,161909.0,83607.0,78302.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Rasht,679995.0,336313.0,343682.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Robatkarim,105393.0,53647.0,51746.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Sabzewar,243700.0,121667.0,122033.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Sanandaj,412767.0,208059.0,204708.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Saqez,165258.0,82984.0,82274.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Sari,309820.0,153823.0,155997.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Saveh,220762.0,112742.0,108020.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Semnan,185129.0,94411.0,90718.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Shahinshahr,173329.0,86008.0,87321.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Shahr-e-Kord,190441.0,94789.0,95652.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Shahreza,134952.0,68191.0,66761.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Shahriar,309607.0,156085.0,153522.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Shahrud,150129.0,75656.0,74473.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Shiraz,1565572.0,785450.0,780122.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Shoshtar,101878.0,51762.0,50116.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Sirjan,199704.0,102656.0,97048.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Tabriz,1558693.0,786661.0,772032.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
TEHRAN,8693706.0,4324155.0,4369551.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Torbat-e-heydariyeh,140019.0,71603.0,68416.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Torbatejam,100449.0,50772.0,49677.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Varamin,225628.0,114215.0,111413.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Yasooj,134532.0,68427.0,66105.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Yazd,529673.0,269732.0,259941.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Zabol,134950.0,67691.0,67259.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Zahedan,587730.0,299550.0,288180.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Zanjan,430871.0,217406.0,213465.0,,,,,,ASIA,24 IX 2016,CDJC,Iran (Islamic Republic of)
Abi Gharaq Nahia,108630.0,55009.0,53621.0,191.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Abna'a Al-Rafidain Nahia,153712.0,77827.0,75885.0,,,,,,ASIA,1 VII 2015,ESDF,Iraq
Abu Al-Khaseeb Qadha Center,215247.0,108228.0,107019.0,1152.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Abu-Gharib Qadha Center,149858.0,76274.0,73584.0,431.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Adhamia Qadha Center,286036.0,144825.0,141211.0,29.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Amara Qadha Center,541034.0,270426.0,270608.0,2862.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Amirya Nahia,101119.0,51899.0,49220.0,2532.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Basrah Qadha Center,1225793.0,616525.0,609268.0,1085.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Dair Nahia,101882.0,50969.0,50913.0,825.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Dijail Qadha Center,105345.0,53240.0,52105.0,1286.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Diwaniya Qadha Center,421571.0,212293.0,209278.0,319.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Fahama Nahia,619474.0,313651.0,305823.0,90.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Falluja Qadha Center,321106.0,165111.0,155995.0,478.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Forat Nahia,379668.0,192233.0,187435.0,,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Garma Nahia,129783.0,66577.0,63206.0,1038.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Gharraf Nahia,118081.0,59318.0,58763.0,623.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Habbaniya Nahia,133202.0,68366.0,64836.0,714.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Hamza Qadha Center,128472.0,64739.0,63733.0,600.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Hartha Nahia,156391.0,78509.0,77882.0,,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Hassainya Nahia,147103.0,74383.0,72720.0,334.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Hawiga Qadha Center,115910.0,58508.0,57402.0,1903.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Hilla Qadha Center,559834.0,282142.0,277692.0,161.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Hindiya Qadha Center,113021.0,57001.0,56020.0,134.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Hur Nahia,231635.0,116740.0,114895.0,,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Iskandaria Nahia,159516.0,80514.0,79002.0,283.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Jisr Nahia,159306.0,81464.0,77842.0,153.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Kadimiya Qadha Center,420968.0,213144.0,207824.0,32.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Kaim Qadha Center,104989.0,53971.0,51018.0,6460.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Karkh Qadha Center,113397.0,57415.0,55982.0,,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Karrada Al-Sharqia Nahia,318615.0,161321.0,157294.0,49.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Khalis Qadha Center,139713.0,70624.0,69089.0,1109.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Kifl Nahia,140182.0,71029.0,69153.0,526.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Kufa Qadha Center,232670.0,116667.0,116003.0,129.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Kut Qadha Center,436673.0,220490.0,216183.0,2540.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Madhatiya Nahia,135941.0,68724.0,67217.0,498.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Mahawil Qadha Center,116899.0,59181.0,57718.0,608.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Mamoon Nahia,985798.0,499128.0,486670.0,82.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Mansour Nahia,434839.0,220167.0,214672.0,119.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Mashroo Nahia,127344.0,64449.0,62895.0,834.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Mejar Al-Kabir Qadha Center,108979.0,54373.0,54606.0,506.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Mosal Qadha Center,1384260.0,708546.0,675714.0,1783.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Mounawara Nahia,287799.0,145718.0,142081.0,,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Muqdadya Qadha Center,157593.0,79612.0,77981.0,768.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Najaf Qadha Center,746180.0,372423.0,373757.0,1133.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Nasir & Al-Salam Nahia,160606.0,82184.0,78422.0,262.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Nasiriya Qadha Center,537544.0,269480.0,268064.0,1277.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Noamaniya Qadha Center,111647.0,56363.0,55284.0,946.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Qasim Nahia,159420.0,80545.0,78875.0,528.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Qayarra Nahia,129811.0,66129.0,63682.0,686.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Qurna Qadha Center,136677.0,68704.0,67973.0,1248.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Ramadi Qadha Center,419053.0,215292.0,203761.0,7829.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Rifaai Qadha Center,155478.0,78087.0,77391.0,1345.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Rumaitha Qadha Center,118011.0,59581.0,58430.0,106.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Rusafa Qadha Center,118018.0,59755.0,58263.0,,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Samawa Qadha Center,288948.0,145984.0,142964.0,941.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Shamal Nahia,158475.0,81035.0,77440.0,,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Shattra Qadha Center,239680.0,120266.0,119414.0,384.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Shirqat Qadha Center,208586.0,105453.0,103133.0,1515.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Sideeq Al-Akbar Nahia,172057.0,87116.0,84941.0,,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Suwaira Qadha Center,142924.0,72148.0,70776.0,1345.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Taji Nahia,164894.0,84470.0,80424.0,388.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Wihda Nahia,204585.0,104438.0,100147.0,890.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Yousifya Nahia,131507.0,67600.0,63907.0,486.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Zohour Nahia,209918.0,106332.0,103586.0,,,,,,ASIA,1 VII 2015,ESDF,Iraq
Al-Zubair Qadha Center,378758.0,190200.0,188558.0,1134.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Arbil Qadha Center,787997.0,398450.0,389547.0,2790.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
BAGHDAD,1211934.0,613625.0,598309.0,111.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Bakrago Nahia,101892.0,51077.0,50815.0,,,,,,ASIA,1 VII 2015,ESDF,Iraq
Baquba Qadha Center,276029.0,138681.0,137348.0,580.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Bashiqa Nahia,140258.0,71487.0,68771.0,497.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Beni Saad Nahia,127268.0,64496.0,62772.0,497.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Beygee Qadha Center,175395.0,88596.0,86799.0,1188.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Duhouk Qadha Center,328113.0,164245.0,163868.0,577.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Kalar Qadha Center,144235.0,72047.0,72188.0,2201.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Kerbela Qadha Center,514356.0,259193.0,255163.0,2397.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Kirkuk Qadha Center,938336.0,471419.0,466917.0,1956.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Mahmudiya Qadha Center,154741.0,78846.0,75895.0,68.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Qalat Siker Nahia,100315.0,50373.0,49942.0,614.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Saddat Al-Hindin Nahia,116247.0,58839.0,57408.0,388.0,,,,,ASIA,1 VII 2015,ESDF,Iraq
Sader /1 Qadha Center,130153.0,65899.0,64254.0,,,,,,ASIA,1 VII 2015,ESDF,Iraq
